dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage,ART,Metadaten,Format,Datum,KGSt
Stadt Bonn: Geschäftsbericht Tiefbauamt 2014,Tiefbau - Geschäftsberichte,Tiefbau,Geschäftsberichte,Der Geschäftsbericht stellt einen Ausschnitt aus dem umfangreichen Aufgabenspektrum des Tiefbauamtes vertiefend dar. Für den Bereich Entwässerung und Abwasserbeseitigung dient der Geschäftsbericht darüber hinaus als Auswertungsbericht mit einer Analyse der Betriebsabrechnung und Darstellung von Kennzahlen.,5b8165c8-141b-44b9-aa2a-980929e6be18,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:09:51.000517,Bonn,https://open.nrw/dataset/geschaeftsbericht-tiefbauamt-2014-bn,,,,,
Stadt Bonn: Geschäftsbericht Tiefbauamt 2015,Tiefbau - Geschäftsberichte,Tiefbau,Geschäftsberichte,Der Geschäftsbericht stellt einen Ausschnitt aus dem umfangreichen Aufgabenspektrum des Tiefbauamtes vertiefend dar. Für den Bereich Entwässerung und Abwasserbeseitigung dient der Geschäftsbericht darüber hinaus als Auswertungsbericht mit einer Analyse der Betriebsabrechnung und Darstellung von Kennzahlen.,6ea74ba5-c4f4-410e-bcfb-7b562073f0d3,http://dcat-ap.de/def/licenses/cc-zero,Regierung und öffentlicher Sektor,2020-01-28T01:19:22.063148,Bonn,https://open.nrw/dataset/geschaeftsbericht-tiefbauamt-2015-bn,,,,,
Stadt Bonn: Standorte der Campingplätze,Tourismus - Campingplätze,Tourismus,Campingplätze,Die API gibt die die Standorte der Campingplätze in Bonn aus.,773375fe-8f7b-4af5-bfc2-066bdaab2bbd,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,2020-01-28T01:17:49.843244,Bonn,https://open.nrw/dataset/standorte-der-campingplaetze-bn,,,,,
"Stadt Bonn: Tagungshäuser, Jugendgästehäuser, Hostels, Campingplätze",Tourismus - Campingplätze,Tourismus,Campingplätze,"Die Verzeichnisliste enthält die Adresse der Einrichtung, Kategorie, Telefonnummer, E-Mail und Internetlink, Preise und Anzahl der Zimmer. Ergänzend zu diesem Datensatz sind die Standorte im Format GeoJSON in diesem Portal abrufbar.",0a2533dd-648f-4fd6-9220-075085c1e1ac,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,2020-01-28T01:08:38.223872,Bonn,https://open.nrw/dataset/tagungshaeuser-jugendgaestehaeuser-hostels-campingplaetze-bn,,,,,
Stadt Köln: Tourismus Gaeste Koeln,Tourismus - Übernachtungen,Tourismus,Übernachtungen,Tourismus: Auflistung der Gästezahl in Köln nach unterschiedlichen Parametern.,e858d9c3-08df-4021-ac22-f926961475fe,http://dcat-ap.de/def/licenses/cc-by,Wirtschaft und Finanzen,2020-01-28T00:42:07.009446,Köln,https://open.nrw/dataset/tourismus-gaeste-koeln-k,,,,,
Stadt Moers: Hotels- und Privatunterkünfte in Moers,Tourismus - Privatunterkünfte,Tourismus,Privatunterkünfte,Der Datensatz enthält Informationen zu Hotels- und Privatunterkünfte in Moers. Der Datensatz ist nach folgenden Kategorien gegliedert:Übernachtung  Gastronomie  Die zweite Kategorie folgender Maßen gegliedert:  Hotel  Ferienwohnung  Ferienhaus  Jugendherberge  Privatzimmer  Reiterhof  Die dritte Kategorie ist nach Sozialatlasbezirken gegliedert.,50e33711-0bc4-4a82-af97-9cf04d80a72e,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Wirtschaft und Finanzen,2019-10-24T06:44:32.747174,Stadt Moers,https://open.nrw/dataset/hotels-und-privatunterkunfte-odp,,,,,
Stadt Moers: Sehenswürdigkeiten in Moers,Tourismus - Sehenswürdigkeiten,Tourismus,Sehenswürdigkeiten,Der Datensatz enthält Informationen zu Sehenswürdigkeiten in Moers. Der Datensatz ist nach folgenden Kategorien gegliedert:* Alle* AppDie zweite Kategorie ist nach folgenden Kriterien gegliedert:* Denkmäler* Felke Museum* Halden* Kirchen* Moerser Altstadt* Musenhof* Parkanlagen* Schlösser* Zeitzeugen aus Stein,97e92e87-3e2d-48ff-8bcb-540dfdebe60f,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Wirtschaft und Finanzen,2019-10-24T06:53:03.609132,Stadt Moers,https://open.nrw/dataset/sehenswurdigkeiten-odp,,,,,
Stadt Bonn: Standorte touristischer Sehenswürdigkeiten,Tourismus - Sehenswürdigkeiten,Tourismus,Sehenswürdigkeiten,,ee713b7b-bcb5-4a50-8367-8ba4c9b7cbb8,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,,Bonn,https://open.nrw/dataset/nan,,,,,
Stadt Köln: Sehenswürdigkeiten in Köln,Tourismus - Sehenswürdigkeiten,Tourismus,Sehenswürdigkeiten,"Georeferenzierte Auflistung der Sehenswürdigkeiten in Köln. Eine kartensabierte Darstellung kann hier eingesehen werden: http://www.stadt-koeln.de/service/stadtplan?layer=sehenswuerdigkeiten Felder:<ul><li>OBJECTID (Type: esriFieldTypeOID, Alias: OBJECTID)</li>	<li>ADRESS_NR (Type: esriFieldTypeString, Alias: Adress-Nr_, Length: 12 )</li>	<li>NAME (Type: esriFieldTypeString, Alias: Name, Length: 26 )</li>	<li>ADRESSE (Type: esriFieldTypeString, Alias: Adresse, Length: 41 )</li>	<li>HAUSNR (Type: esriFieldTypeString, Alias: Hausnummer, Length: 5 )</li>	<li>STADTBEZIRK (Type: esriFieldTypeString, Alias: Stadtbezirk, Length: 25 )</li>	<li>STADTTEIL (Type: esriFieldTypeString, Alias: Stadtteil, Length: 25 )</li>	<li>STADTVIERTEL (Type: esriFieldTypeString, Alias: Stadtviertel, Length: 25 )</li>	<li>POSTLEITZAHL (Type: esriFieldTypeString, Alias: Postzustellbezirk, Length: 5 )</li>	<li>HYPERLINK (Type: esriFieldTypeString, Alias: Link, Length: 75 )</li>	<li>NAME_LANG (Type: esriFieldTypeString, Alias: Langname, Length: 60 )</li>	<li>X_KOORDINATE (Type: esriFieldTypeDouble, Alias: X-Koordinate)</li>	<li>Y_KOORDINATE (Type: esriFieldTypeDouble, Alias: Y-Koordinate)</li>	<li>SHAPE (Type: esriFieldTypeGeometry, Alias: Shape)</li></ul> <b>Information:</b> Neben den oben angegebenen X,Y Koordinaten mit dem Bezugssystem WGS_1984_UTM_Zone_32N, gibt es ein weiteres Feld ""geometry"", welches die X/Y Koordinaten im Bezugssystem WGS84 (EPSG:4326) ausgibt.",6ff16c29-52a8-48c5-8c47-17dadb2afd3f,http://dcat-ap.de/def/licenses/cc-by,Wirtschaft und Finanzen,2020-01-28T00:34:57.696641,Köln,https://open.nrw/dataset/sehenswuerdigkeiten-koeln-k,,,,,
Stadt Moers: Stadtführungen,Tourismus - Stadtführungen,Tourismus,Stadtführungen,Der Datensatz enthält Informationen über die Stadtführungen in Moers.,5b5557e1-0990-47ff-9c0e-0b1dc07c5e34,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Wirtschaft und Finanzen,2019-10-24T06:55:02.674899,Stadt Moers,https://open.nrw/dataset/stadtfuhrungen-odp,,,,,
Stadt Bonn: Unterkunftsverzeichnis,Tourismus - Übernachtungen,Tourismus,Übernachtungen,"Das Unterkunftsverzeichnis der Stadt Bonn (Bonn Information/ Tourist Information) enthält Angaben zu Hotels im Bonner Stadtgebiet: Adresse, Kategorie, Telefonnummer, E-Mail und Internetlink, Preise und Anzahl der Zimmer. Ergänzend zu diesem Datensatz ist unter Hotelstandorte auch ein georeferenzierte Übersicht abrufbar.",6b2a1bc7-38de-4b15-8561-5abdebb08f4f,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,2020-01-28T01:20:20.062293,Bonn,https://open.nrw/dataset/unterkunftsverzeichnis-bn,,,,,
Stadt Bonn: Hotelstandorte,Tourismus - Übernachtungen,Tourismus,Übernachtungen,"Die API enthält die Adresse, Kategorie, Telefonnummer, E-Mail und Internetlink, Preise der jeweiligen Unterkunft.  ",ab3cadf1-8dc4-4221-9b10-01be86cea9df,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,2020-01-28T01:08:35.087966,Bonn,https://open.nrw/dataset/hotelstandorte-bn,,,,,
Stadt Bonn: Standorte der Jugendherbergen und Gästehäuser,Tourismus - Übernachtungen,Tourismus,Übernachtungen,Die API liefert die Standorte der Jugendherbergen und Gästehäuser in Bonn.,d1948952-16f4-42f4-9847-7d240f1cfd11,http://dcat-ap.de/def/licenses/cc-zero,Wirtschaft und Finanzen,2020-01-28T01:17:53.054829,Bonn,https://open.nrw/dataset/standorte-der-jugendherbergen-und-gaestehaeuser-bn,,,,,
Stadt Bonn: Grundwassermonitoring,Umweltschutz - Grundwasser,Umweltschutz,Grundwasser,Ergebnisse der durchgeführten Grundwasseruntersuchungen im Bonner Stadtgebiet in den Jahren 2011 bis 2013 und 2016.,7c34fd7b-825c-41bb-9aa3-aa5aa8f0cc31,http://dcat-ap.de/def/licenses/cc-zero,Umwelt,2020-01-28T01:16:17.135445,Bonn,https://open.nrw/dataset/grundwassermonitoring-bn,,,,,
Stadt Bonn: CO2 Klimabilanz Stadtgebiet Bonn,Umweltschutz - Klimabilanz,Umweltschutz,Klimabilanz,"Die vorliegende Bilanzierung erfolgt auf Grundlage des Endenergieverbrauchs auf dem Gebiet der Stadt Bonn (Territorial-Prinzip). Eine Ausnahme bildet der Bereich Verkehr. Grundlage ist hier die Anzahl der zugelassenen Fahrzeuge im Bereich Individualverkehr sowie durchschnittlich je Einwohner verursachte Fahrleistungen im Güter- und Schienenverkehr. Damit werden auch Verkehrsleistungen Bonner Einwohner außerhalb des Stadtgebietes erfasst, die der Einpendler aus den umliegenden Gemeinden auf Bonner Gebiet jedoch nicht. Diese einwohnerbasierte Vorgehensweise ist einer besseren Datenverfügbarkeit geschuldet. Der Datensatz umfasst Angaben zur Energie Gesamt, CO2 Gesamt, CO2 pro Kopf, Energie nach Bereichsverbrauch und Energieträger.",02886d7d-3ef4-47c2-9127-24705efc9c67,http://dcat-ap.de/def/licenses/cc-zero,Umwelt,2020-01-28T01:09:43.490134,Bonn,https://open.nrw/dataset/co2-klimabilanz-stadtgebiet-bonn-bn,,,,,
Stadt Bonn: Nachhaltigkeitsberichte der Stadt Bonn,Umweltschutz - Nachhaltigkeit,Umweltschutz,Nachhaltigkeit,"Ziel des Nachhaltigkeitsberichtes ist es, in prägnanter und strukturierter Form Entwicklungen in den wichtigsten Themenfeldern zur nachhaltigen Stadtentwicklung in Bonn aufzuzeigen. Er ersetzt ausdrücklich nicht vertiefende Fachberichte und Konzepte in den Arbeitsschwerpunkten, sondern soll vielmehr Hinweise und Impulse geben, die zu Diskussionenund daraus folgenden Konzepten und Maßnahmen führen und damit die Steuerung über einen längeren Zeitraum hinweg unterstützen. Der nächste Nachhaltigkeitsbericht wird Anfang 2017 erscheinen.<br /><br /> Der Bonner Nachhaltigkeitsbericht betrachtet über die Umweltpolitik hinaus nahezu alle Sektoren des kommunalen Handelns. Mit insgesamt 31 Indikatoren, bzw. 51 Teilindikatoren in den vier Leitkategorien Wohlbefinden, soziale Gerechtigkeit, Umweltqualität und Ressourceneffizienz, wirtschaftliche Effizienz und verfolgt er das Ziel, nachhaltige Entwicklung messbar zu machen.",9e35051b-1894-44dc-aa21-85abd2640501,http://dcat-ap.de/def/licenses/cc-zero,Umwelt,2020-01-28T01:21:48.908323,Bonn,https://open.nrw/dataset/nachhaltigkeitsberichte-der-stadt-bonn-bn,,,,,
Stadt Bonn: Trinkwasseranalyse,Umweltschutz - Trinkwasser,Umweltschutz,Trinkwasser,Wasseranalyse der Stadtwerke Bonn zu Beschaffenheit des abgegebenen Trinkwassers im Stadtgebiet Bonn. Die Angabe ± sind Mittelwerte/ Standardabweichungen der Untersuchungen.,672acfae-035f-4744-b4a3-bad597c84bc2,http://dcat-ap.de/def/licenses/cc-by,Umwelt,2020-01-28T01:07:45.489131,Bonn,https://open.nrw/dataset/trinkwasseranalyse-bn,,,,,
Stadt Moers: Trinkwasseranalyse Moers 2015,Umweltschutz - Trinkwasser,Umweltschutz,Trinkwasser,"Die Wasserprobe wurde am 02.11.2015 an der Entnahmearmatur des Wasserwerkes Wittfeldstraße, Wittfeldstr. 34, 47441 Moers entnommen.Die Analyse wurde vom ""IWW Rheinisch-Westfälisches Institut für Wasserforschung gemeinnützige GmbH"" durchgeführt. Die Analyse und das entsprechende Anschreiben gibt es auf der Seite der ENNI Unternehmensgruppe auch als PDF-Datei: http://www.enni.de/energie-umwelt/privatkunden/wasser/qualitaet/",27f0606c-ac3d-4636-b2dc-f8bd302cd86c,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,Umwelt,2019-10-24T07:01:29.615199,Stadt Moers,https://open.nrw/dataset/trinkwasseranalyse-moers-2015-odp,,,,,
Stadt Bonn: Umweltzone im Stadtgebiet Bonn,Umweltschutz - Umweltzonen,Umweltschutz,Umweltzonen,Die API liefert die Flächedaten der Umweltzone in Bonn aus.,b4c78458-169f-41cb-a27c-600c4d4e378e,http://dcat-ap.de/def/licenses/cc-zero,Umwelt,2020-01-28T01:15:45.511383,Bonn,https://open.nrw/dataset/umweltzone-im-stadtgebiet-bonn-bn,,,,,
Stadt Köln: Umweltzone,Umweltschutz - Umweltzonen,Umweltschutz,Umweltzonen,Die API liefert die Flächedaten der Umweltzone in Bonn aus.,b4c78458-169f-41cb-a27c-600c4d4e378e,http://dcat-ap.de/def/licenses/cc-zero,Umwelt,2020-01-28T01:15:45.511383,Köln,https://open.nrw/dataset/umweltzone-im-stadtgebiet-bonn-bn,,,,,
Stadt Moers: Kleingartenvereine in Moers,"Vereine, Verbände - Einrichtungen","Vereine, Verbände",Einrichtungen,Der Datensatz enthält Informationen zu den Kleingartenvereinen  in Moers. Der Datensatz enthält keine Kategorien.,a20a969c-2a07-4660-be87-a3fdfb991605,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:47:04.483037,Stadt Moers,https://open.nrw/dataset/kleingartenvereine-odp,,,,,
Stadt Moers: Vereine in Moers,"Vereine, Verbände - Einrichtungen","Vereine, Verbände",Einrichtungen,Der Datensatz enthält Informationen zu Vereinen in Moers. Der Datensatz ist nach folgenden Kategorien gegliedert:* ALLE* Sportvereine* Kulturvereine* Sonstige Vereine* BehindertensportDie zweite Kategorie ist Sport und Vereinarten gegliedert.,25c62566-fe19-4496-9ff3-4da526a51152,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T07:02:39.808952,Stadt Moers,https://open.nrw/dataset/vereine-odp,,,,,
Stadt Moers: Verbände und Gewerkschaften Moers,"Vereine, Verbände - Einrichtungen","Vereine, Verbände",Einrichtungen,Der Datensatz enthält Informationen zu den Verbände und Gewerkschaften in Moers.,a2b0a00f-b365-47a4-a26f-dd6a08134430,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T07:02:36.289967,Stadt Moers,https://open.nrw/dataset/verbande-und-gewerkschaften-odp,,,,,
Stadt Moers: Zahlen und Daten der vhs in Kürze,Volkshochschulen - Information,Volkshochschulen,Information,"Der Datensatz enthält Informationen zu den Programmdurchführungen, der vhs-Finanzierung und zum Personal der vhs. Der Datensatz ist nach Jahreszahlen sortiert.",b40a451c-ce83-4984-81de-af3a6926b674,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T07:14:27.786316,Stadt Moers,https://open.nrw/dataset/zahlen-und-daten-der-vhs-in-kurze-odp,,,,,
Stadt Moers: Angebotsentwicklung in Unterrichtseinheiten der vhs Moers,Volkshochschulen - Programm,Volkshochschulen,Programm,Der Datensatz enthält die Angebotsentwicklung in Unterrichtseinheiten von 2004 bis 2014 der vhs. Aktualisierung erfolgt jährlich.,1804346c-4fbb-4fd4-a488-c1af4e8f3392,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:19:20.373038,Stadt Moers,https://open.nrw/dataset/angebotsentwicklung-in-unterrichtseinheiten-der-vhs-odp,,,,,
Stadt Moers: Räumliche Verteilung der Veranstaltungen der vhs 2012,Volkshochschulen - Programm,Volkshochschulen,Programm,Der Datensatz enthält die räumliche Verteilung der Veranstaltungen der vhs 2012.,1956113f-d3d6-478b-b10f-55044ed0926d,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:51:42.277194,Stadt Moers,https://open.nrw/dataset/raumliche-verteilung-der-veranstaltungen-der-vhs-2012-odp,,,,,
Stadt Bonn: VHS Bonn Kursprogramm,Volkshochschulen - Programm,Volkshochschulen,Programm,"Die API enthält tagesaktuell das gesamte Kurs- und Veranstaltungsprogramm der VHS Bonn mit Angabe zum Veranstaltungstitel, Beschreibung, Datum, Kategorie, Veranstaltungsort, Kursgebühr, mögliche Buchbarkeit und Link zum entsprechenden VHS-Onlineangebot.",918dd5ba-125a-4d78-b2d2-443f88a95695,http://dcat-ap.de/def/licenses/cc-zero,"Bildung, Kultur und Sport",2020-01-28T01:26:52.521623,Bonn,https://open.nrw/dataset/vhs-bonn-kursprogramm-bn,,,,,
Stadt Köln: VHS Koeln Kursprogramm,Volkshochschulen - Programm,Volkshochschulen,Programm,"Ein Angebot von über 2.700 Kursen, Führungen und Einzelveranstaltungen steht nun als open data für Sie bereit.<br /><br />Die Daten (insbesondere relevant für die Kurs-Teilnehmerzahl) werden täglich aktualisiert.",40af4973-e535-4255-9bde-214e0944e2c9,http://dcat-ap.de/def/licenses/cc-by,"Bildung, Kultur und Sport",2020-01-28T00:34:00.941910,Köln,https://open.nrw/dataset/vhs-koeln-kursprogramm-k,,,,,
Stadt Moers: Geplantes und durchgeführtes Programm 2011 bis 2012 der vhs,Volkshochschulen - Programm,Volkshochschulen,Programm,Der Datensatz enthält die geplanten und durchgeführten Programme der vhs in den Jahren 2011 bis 2012.,aeab7d9d-974d-4614-bbb6-bd447326510f,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:40:43.547987,Stadt Moers,https://open.nrw/dataset/geplantes-und-durchgefuhrtes-programm-2011-bis-2012-der-vhs-odp,,,,,
Stadt Moers: Geplantes und durchgeführtes Programm der vhs in Kamp-Lintfort 2011 - 2014,Volkshochschulen - Programm,Volkshochschulen,Programm,Geplantes und durchgeführtes Programm der vhs in Kamp-Lintfort 2011 - 2014,70cbfeb6-9f7f-4df0-8319-288515bea18a,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:40:47.735694,Stadt Moers,https://open.nrw/dataset/geplantes-und-durchgefuhrtes-programm-der-vhs-in-kamp-lintfort-2011-2013-odp,,,,,
Stadt Moers: Schlüsselverzeichnis zum vhs-Programm,Volkshochschulen - Programm,Volkshochschulen,Programm,Der Datensatz enthält das Schlüsselverzeichnis zum vhs-Programm,afb11410-1829-4fdd-a642-3db820ddde16,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:51:47.923133,Stadt Moers,https://open.nrw/dataset/schlusselverzeichnis-zum-vhs-programm-odp,,,,,
Stadt Moers: Teilnehmer nach Alter und Geschlecht der vhs 2011 - 2013,Volkshochschulen - Teilnehmer,Volkshochschulen,Teilnehmer,Der Datensatz enthält Informationen über Teilnehmer nach Alter und Geschlecht der vhs in den Jahren 2011 bis 2013. Der Datensatz ist nach Jahreszahlen sortiert.,8a7212b6-0f46-4081-afd8-fa3e905b683c,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:57:35.504431,Stadt Moers,https://open.nrw/dataset/teilnehmer-nach-alter-und-geschlecht-der-vhs-2011-2013-odp,,,,,
Stadt Moers: Gliederung der durchgeführten Veranstaltungen der vhs nach Fachbereichen 2012,Volkshochschulen - Veranstaltungen,Volkshochschulen,Veranstaltungen,Der Datensatz enthält die Gliederung der durchgeführten Veranstaltungen nach Fachbereichen im Jahr 2012,d2a023fe-3b5a-433e-ae36-8dac20f997a5,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:41:14.516237,Stadt Moers,https://open.nrw/dataset/gliederung-der-durchgefuhrten-veranstaltungen-der-vhs-nach-fachbereichen-2012-odp,,,,,
Stadt Moers: Gliederung nach Veranstaltungsformen der vhs 2012,Volkshochschulen - Veranstaltungen,Volkshochschulen,Veranstaltungen,Der Datensatz enthält die Gliederung nach Veranstaltungsformen der vhs in den Semestern 2012.,82aee42a-7d63-489e-8644-0dcea97bcb03,http://dcat-ap.de/def/licenses/dl-zero-de/2_0,"Bildung, Kultur und Sport",2019-10-24T06:41:18.805187,Stadt Moers,https://open.nrw/dataset/gliederung-nach-veranstaltungsformen-der-vhs-2012-odp,,,,,
Stadt Köln: Kommunalwahl Kandidaten 2014,Wahlen - Kandidatenlisten,Wahlen,Kandidatenlisten,"Die unten aufgeführten Ressourcen enthalten Daten der Kandidaten für die Kommunalwahl. Die Listen für die Bezirksvertretungen sind entsprechend der Reihenfolge auf den Stimmzetteln sortiert, die Direktwahlkandidaten sind nach den Wahlbezirken und den Parteien in der Reihenfolge auf den Stimmzetteln sortiert und die Reservelisten für den Rat nach der Reihenfolge der Parteien auf den Stimmzetteln.",a7007cf6-d316-4a6f-a7e5-f1950b387cca,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:21:24.653723,Köln,https://open.nrw/dataset/kommunalwahl-kandidaten-2014-k,,,,,
Stadt Köln: Wahlvorschlaege_Koeln_Wahlkreis_93_bis_101,Wahlen - Kandidatenlisten,Wahlen,Kandidatenlisten,Wahlvorschlaege in Köln. Wahlkreis 93 bis 101,da19b809-c5b3-4014-adcb-9351ebf54b26,http://dcat-ap.de/def/licenses/cc-by,Regierung und öffentlicher Sektor,2020-01-28T00:18:38.659793,Köln,https://open.nrw/dataset/wahlvorschlaegekoelnwahlkreis93bis101-k,,,,,
