dct:title,MUSTERDATENSATZ,THEMA,BEZEICHNUNG,dct:description,dct:identifier,dcat:Distribution.dct:license,dcat:theme,updated_at,ORG,dcat:landingPage
Stationäre Verkehrsüberwachung in Düsseldorf,Individualverkehr - Messstellen,Individualverkehr,Messstellen,"Der Datensatz enthält die Standorte der stationären Geschwindigkeits- und Rotlichtüberwachung in Düsseldorf. Weitere Informationen finden Sie auf den entsprechenden Seiten des Ordnungsamtes.Die Geschwindigkeitsüberwachung dient dazu, dass die zulässige Höchstgeschwindigkeit an Gefahrenstellen, insbesondere vor Schulen und Kindergärten, sowie an unfallträchtigen Straßen eingehalten wird.<br />Das Unfallrisiko in Düsseldorf soll minimiert und die Verkehrssicherheit erhöht werden. Hierzu kommen neben den stationären Anlagen auch mobile Geräte zur Geschwindigkeitsüberwachung zum Einsatz.Die Dateien enthalten folgende Informationen:<ul><li>LATITUDE: Geographische Breite</li>	<li>LONGITUDE: Geographische Länge</li>	<li>ALTITUDE: Geographische Höhe - hier 0</li>	<li>GEOMETRY: Art der Geoinformation - hier Point</li>	<li>Einrichtung: Art der Anlage</li>	<li>Name: Standort der Anlage</li>	<li>Beschreibung: Zusätzliche Informationen</li>	<li>Geschwindigkeit: vor Ort geltende Höchstgeschwindigkeit</li>	<li>PLANQUADRAT: Planquadrate beziehen sich auf die amtliche Stadtkarte der Landeshauptstadt Düsseldorf</li>	<li>UTM East: Ostwert - zusätzliche Geoinformation</li>	<li>UTM North: Nordwert - zusätzliche Geoinformation</li></ul>   ",44f0628e-f247-4efd-8976-2da9d09c7183,Datenlizenz Deutschland Namensnennung 2.0,Verkehr,2019-10-21T08:14:27.588379,Düsseldorf,https://open.nrw/dataset/stationaere-verkehrsueberwachung-duesseldorf-d
Statistik Besondere Beurkundungen des Standesamtes Düsseldorf seit 2008,Bevölkerung - Demografie,Bevölkerung,Demografie,"Der Datensatz enthält die Auswertungen der ""Besonderen Beurkundungen"" des Standesamtes Düsseldorf seit 2008.Voraussetzungen für Besondere Beurkundungen ergeben sich aus § 34 ff. Personenstandsgesetz.Der Datensatz ist ein Auszug aus dem entsprechenden Programm des Standesamtes (AutiSta).Da in Nordrhein-Westfalen Kirchenaustritte nicht durch das Standesamt, sondern das Amtsgericht durchgeführt und beurkundet werden, wird für diese Beurkundung kein Wert ausgewiesen.Die Datei ""Auswertung_B_Jahr"" enthält folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie</li>	<li>Name2: Unter-Kategorie</li>	<li>Wert3: Fallzahl der Unter-Kategorie</li></ul>Ab 2018 enthält die Datei folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie</li></ul>",ef0fda0e-2efa-47e3-bcd5-c77ee48eee2c,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:16:41.943097,Düsseldorf,https://open.nrw/dataset/statistik-besondere-beurkundungen-des-standesamtes-duesseldorf-seit-2008-d
Statistik Eheregister des Standesamtes Düsseldorf seit 2008,Bevölkerung - Demografie,Bevölkerung,Demografie,"Der Datensatz enthält die Auswertungen des Eheregisters des Standesamtes Düsseldorf seit 2008.Zuständig für die Eheschließung ist jedes deutsche Standesamt.Die Eintragungen im Eheregister ergeben sich nach den §§ 11 ff. Personenstandsgesetz.Die Datei ""Auswertungen_E_Jahr"" enthält folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf      </li>	<li>Registerart: Art des Registers hier: Eheregister          </li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende           </li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie        </li>	<li>Name2: Unter-Kategorie</li>	<li>Name3: Fallzahl der jeweiligen Unter-Kategorie</li>	<li>Wert4: Differenzierung der Unter-Kategorie</li>	<li>Wert5: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li>	<li>Name6: Differenzierung der Unter-Kategorie auf weitere Ebene</li>	<li>Wert7: Fallzahl der jeweiligen Differenzierung der Unterkategorie auf weitere Ebene</li></ul>Ab 2018 enthält die Datei folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf      </li>	<li>Registerart: Art des Registers hier: Eheregister          </li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende           </li>	<li>Name: Ober-Kategorie</li>	<li>Name2: Unter-Kategorie</li>	<li>Wert: Fallzahl der Kategorie        </li>	<li>Name3: Differenzierung der Unter-Kategorie</li>	<li>Wert4: Fallzahl der jeweiligen Differenzierung der Unter-Kategorie</li>	<li>Name5: Differenzierung der Unter-Kategorie auf weitere Ebene</li>	<li>Wert 6: Fallzahl der jeweiligen Differenzierung der Unterkategorie auf weiterer Ebene</li>	<li>Name7: weitere Differenzierung der Unter-Kategorie auf weiterer Ebene</li>	<li>Wert8: Fallzahl der jeweiligen weiteren Differenzierung der Unter-Kategorie auf weiterer Ebene</li></ul>",66f74a8f-49b3-4588-a910-005c752a603f,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:17:36.303135,Düsseldorf,https://open.nrw/dataset/statistik-eheregister-des-standesamtes-duesseldorf-seit-2008-d
Statistik Geburtenregister des Standesamtes Düsseldorf seit 2008,Bevölkerung - Geburten und Sterbefälle,Bevölkerung,Geburten und Sterbefälle,"Der Datensatz enthält die Auswertungen des Geburtenregisters des Standesamtes Düsseldorf seit 2008.Die Geburt eines Kindes muss dem Standesamt, in dessen Zuständigkeitsbereich es geboren ist, binnen einer Woche angezeigt werden. Ist ein Kind tot geboren, so muss die Anzeige spätestens am dritten auf die Geburt folgenden Werktag erstattet werden.Die Eintragungen im Geburtenregister ergeben sich aus den §§ 18 ff. Personenstandsgesetz.Die Datei ""Auswertungen_G_Jahr"" enthält folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie        </li>	<li>Name2: Unter-Kategorie</li>	<li>Name3: Differenzierung der Unter-Kategorie</li>	<li>Wert4: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li>	<li>Wert5: Fallzahl der jeweiligen Unter-Kategorie</li></ul> Ab 2018 enthält die Datei folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie</li>	<li>Name2: Unter-Kategorie</li>	<li>Wert3: Fallzahl der Unter-Kategorie</li>	<li>Name4: Differenzierung der Unter-Kategorie</li>	<li>Wert5: Fallzahl der jeweiligen Unter-Kategorie</li></ul>",8ce644e1-3be3-4234-991d-108b3fcf5051,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:18:21.368045,Düsseldorf,https://open.nrw/dataset/statistik-geburtenregister-des-standesamtes-duesseldorf-seit-2008-d
Statistik Lebenspartnerschaftsregister des Standesamtes Düsseldorf seit 2008,Bevölkerung - Demografie,Bevölkerung,Demografie,"Der Datensatz enthält die Auswertungen des Lebenspartnerschaftsregisters des Standesamtes Düsseldorf seit 2008.Von August 2001 bis einschließlich September 2017 ermöglichte das Gesetz über die Eingetragenen Lebenspartnerschaft (LPartG) zwei Menschen gleichen Geschlechts die Begründung einer Lebenspartnerschaft. Die Rechtsfolgen der Lebenspartnerschaft wurden den Rechtsfolgen der Ehe in bürgerlich-rechtlichen Angelegenheiten zum größten Teil nachgebildet. Zwei Menschen verschiedenen Geschlechts können eine Lebenspartnerschaft nicht begründen. Hier war nur die Ehe das anerkannte Rechtsinstitut.Seit 1. Oktober 2017 können nach dem Gesetz zur Einführung des Rechts auf Eheschließung für Personen gleichen Geschlechts Lebenspartner auf Antrag ihre Lebenspartnerschaft in eine Ehe umwandeln. Die Begründung einer neuen Lebenspartnerschaft ist seit 1. Oktober 2017 nicht mehr möglich. Für Personen gleichen Geschlechts ermöglicht das Gesetz eine zivilrechtliche Ehe einzugehen.Gem. § 1353 Abs. 1 Satz 1 BGB n.F. wird die Ehe von zwei Personen verschiedenen oder gleichen Geschlechts auf Lebenszeit geschlossen. Eine Ehe von Personen gleichen Geschlechts wird als gleichgeschlechtliche Ehe bezeichnet.Zuständig für die Eheschließung ist jedes deutsche Standesamt.Die Eintragungen im Eheregister ergeben sich aus § 11 ff. Personenstandsgesetz.Die Datei ""Auswertungen_L_Jahr"" enthält folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf      </li>	<li>Registerart: Art des Registers hier: Eheregister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende           </li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie        </li>	<li>Name2: Unter-Kategorie</li>	<li>Name3: Fallzahl der jeweiligen Unter-Kategorie</li>	<li>Wert4: Differenzierung der Unter-Kategorie</li>	<li>Wert5: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li>	<li>Name6: Differenzierung der Unter-Kategorie auf weitere Ebene</li>	<li>Wert7: Fallzahl der jeweiligen Differenzierung der Unterkategorie auf weitere Ebene</li></ul>Ab 2018 enthält die Datei folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf      </li>	<li>Registerart: Art des Registers hier: Eheregister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende           </li>	<li>Name: Ober-Kategorie    </li>	<li>Name2: Unter-Kategorie</li>	<li>Wert: Fallzahl der jeweiligen Unter-Kategorie</li>	<li>Name3: Differenzierung der Unter-Kategorie</li>	<li>Wert4: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li></ul>",4c130bb3-2888-45c4-a1b2-14f8c5c166a5,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:19:26.298381,Düsseldorf,https://open.nrw/dataset/statistik-lebenspartnerschaftsregister-des-standesamtes-duesseldorf-seit-2008-d
Statistik Sterberegister des Standesamtes Düsseldorf seit 2008,Bevölkerung - Geburten und Sterbefälle,Bevölkerung,Geburten und Sterbefälle,"Der Datensatz enthält die Auswertungen der Sterberegister des Standesamtes Düsseldorf seit 2008.Der Tod eines Menschen muss dem Standesamt, in dessen Zuständigkeitsbereich er gestorben ist spätestens am dritten auf den Tod folgenden Werktag angezeigt werden.Die Eintragungen im Sterberegister ergeben sich nach den §§ 28 ff. Personenstandsgesetz.Die Datei ""Auswertungen_S_Jahr"" enthält folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie</li>	<li>Wert: Fallzahl der Kategorie        </li>	<li>Name2: Unter-Kategorie</li>	<li>Name3: Differenzierung der Unter-Kategorie</li>	<li>Wert4: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li>	<li>Wert5: Fallzahl der jeweiligen Unter-Kategorie</li></ul>Ab 2018 enthält die Datei folgende Spalteninformationen:<ul><li>Standesamt: Name des zuständigen Standesamtes hier: Düsseldorf</li>	<li>Registerart: Art des Registers hier: Sterberegister</li>	<li>Erstelldatum: Tag des Datenexports</li>	<li>DatumVon: Auswertungszeitraum Beginn</li>	<li>DatumBis: Auswertungszeitraum Ende</li>	<li>Name: Ober-Kategorie    </li>	<li>Name2: Unter-Kategorie</li>	<li>Wert: Fallzahl der Kategorie   </li>	<li>Name3: Differenzierung der Unter-Kategorie</li>	<li>Wert4: Fallzahl der jeweiligen Differenzierung der Unterkategorie</li>	<li>Name5: Differenzierung der Unter-Kategorie auf weiterer Ebene</li>	<li>Wert6: Fallzahl der jeweiligen Unter-Kategorie auf weiterer Ebene</li>	<li>Name7: weitere Differenzierung der Unter-Kategorien auf weiterer Ebene</li>	<li>Wert8: Fallzahl der jeweiligen weiteren Differenzierung der Unter-Kategorien auf weiterer Ebene</li></ul>",628c916d-aebe-4711-ab81-0cb120eae6c4,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:19:37.923185,Düsseldorf,https://open.nrw/dataset/statistik-sterberegister-des-standesamtes-duesseldorf-seit-2008-d
Sterbefälle in Düsseldorf - Demografiemonitoring,Bevölkerung - Geburten und Sterbefälle,Bevölkerung,Geburten und Sterbefälle,"Der Datensatz enthält die Zahlen der Verstorbenen seit 2013 mit Hauptwohnsitz in der Landeshauptstadt Düsseldorf, wie sie das Amt für Statistik und Wahlen im aktuellen Bericht zum Demografiemonitoring für die Jahre 2013 bis 2018 veröffentlicht hat.Die Zahlen aller Sterbefälle - mit und ohne Hauptwohnsitz der Eltern in Düsseldorf - können im Datensatz Sterbefälle in Düsseldorf seit 2016 abgerufen werden.Die Datei „Sterbefälle in Düsseldorf“ enthält folgende Spalteninformationen:<ul><li>Jahr: Jahreszahl</li>	<li>Insgesamt: Zahl der Verstorbenen insgesamt</li>	<li>davon deutsch: Zahl der Verstorbenen mit erster Staatbürgerschaft deutsch</li>	<li>davon nichtdeutsch: Zahl der Verstorbenen mit nicht deutscher erster Staatbürgerschaft</li></ul> ",722598ce-4297-4539-ab8c-34de2f808369,Datenlizenz Deutschland Namensnennung 2.0,Bevölkerung und Gesellschaft,2019-10-21T08:18:33.328865,Düsseldorf,https://open.nrw/dataset/sterbefaelle-duesseldorf-demografiemonitoring-d
Straßenreinigungsgebühren der Landeshauptstadt Düsseldorf ab 2018,Infrastruktur - Straßenreinigung,Infrastruktur,Straßenreinigung,"Der Datensatz enthält die Straßenreinigungsgebühren für die Landeshauptstadt Düsseldorf ab 2018.Bemessungsgrundlage für die Straßenreinigungsgebühr ist die Lage des Grundstücks zu den erschließenden Straßen. Dabei ist die Länge der Grundstücksseiten, die der Straße zugewandt sind, maßgebend. Die Gebühr wird nach Reinigungsklasse und Reinigungshäufigkeit berechnet. Die Reinigungshäufigkeit- und klasse  ergeben sich aus dem Straßenreinigungsverzeichnis.Weitere Informationen zum Thema „Straßenreinigung“ finden Sie auf den Seiten des Umweltamtes.Die Datei „Straßenreinigungsgebühr“ enthält folgende Spalteninformationen:<ul><li>Reinigungsklasse: Art der Reinigungsklasse, siehe Straßenreinigungsverzeichnis</li>	<li>Art der Reinigung: Aufteilung der Reinigung zwischen AWISTA und Anlieger</li>	<li>Jahresgebühr: Gebühr in Euro pro laufendem Meter</li></ul>",19f7d92d-18d3-40a6-92c8-91bd6b4fac8b,Datenlizenz Deutschland Namensnennung 2.0,Umwelt,2019-10-21T08:13:51.017604,Düsseldorf,https://open.nrw/dataset/strassenreinigungsgebuehren-der-landeshauptstadt-duesseldorf-ab-2018-d
Straßenreinigungstage,Infrastruktur - Straßenreinigung,Infrastruktur,Straßenreinigung,"Der Datensatz enthält die Tabelle der Straßenreinigungstage in Düsseldorf.Die Tabelle der Straßenreinigungstage gilt als Ergänzung zum Straßenreinigungsverzeichnis, welches Bestandteil der Straßenreinigungssatzung ist,  und in dem die Reinigungsklassen und die Reinigungshäufigkeit der Straßen in Düsseldorf festgelegt sind.Aus der Tabelle der Straßenreinigungstage gehen zusätzlich zur Reinigungsklasse und –häufigkeit auch die Reinigungstage hervor.Die hier veröffentlichte Tabelle wird jährlich aktualisiert.Die Angabe der Reinigungstage ist nicht verbindlich. Die Organisationshoheit für die Durchführung der Straßenreinigung liegt bei der AWISTA GmbH. Es können unterjährig dauerhafte Änderungen erfolgen, die erst im nächsten Jahr in der Tabelle Berücksichtigung finden. Es können zudem jederzeit einzelne Abweichungen erfolgen, wenn betriebliche Umstände dies erfordern.Auf der Internetseite des Umweltamtes „Straßenreinigungstage“ kann über einen Suchdialog die gewünschte Straße ausgewählt und die Reinigungstage abgefragt werden.Weitergehende Informationen zur Straßenreinigung finden sie hier.Die Datei „Straßenreinigungstage“ enthält folgende Spalteninformationen:<ul><li>Strasse: Straßenname      </li>	<li>Von: Beginn des Straßenreinigunsabschnittes         </li>	<li>Bis: Ende des Straßenreinigunsabschnittes   </li>	<li>Klasse: Reinigungsklasse- und häufigkeit      </li>	<li>AufgabeBez: Art der Reinigung</li>	<li>1: Montag</li>	<li>2: Dienstag</li>	<li>3: Mittwoch</li>	<li>4: Donnerstag</li>	<li>5: Freitag</li>	<li>6: Samstag</li>	<li>7: Sonntag</li>	<li>8: Feiertag</li></ul>",08685bbc-3fc9-463b-8587-9f3d0452d210,Datenlizenz Deutschland Namensnennung 2.0,Umwelt,2019-10-21T08:14:57.042253,Düsseldorf,https://open.nrw/dataset/strassenreinigungstage-d
Straßentabelle Düsseldorf,Infrastruktur - Straßen,Infrastruktur,Straßen,"Der Datensatz enthält die Namen aller Straßen in Düsseldorf mit den jeweiligen Zuordnungen zum Stadtbezirk und Stadtteil. Dieser Datensatz schreibt die Informationen des Düsseldorfer Straßenverzeichnisses fort, das in seiner bisherigen Form nicht weitergeführt wird.<br />Zusätzlich sind die Hausnummernbereiche angegeben (gerade und ungerade), die sich am Straßenzug befinden. Bei Straßen, Straßenseiten und Plätzen ohne Bebauung, bzw. ohne Anschriften ist jeweils ""0000"" in den Spalten für die Hausnummern eingetragen.Die Stadt Düsseldorf ist in zehn Stadtbezirke aufgeteilt. Die Stadtbezirke verfügen nicht über einen Eigennamen, sondern sind fortlaufend nummeriert. Den Stadtbezirken 1 bis 10 sind die 50 Stadtteile zugeordnet.Die Zuordnung der Stadtteile zu den Stadtbezirken ergibt sich aus der dreistelligen Ziffer. Die ersten zwei Ziffern der dreistelligen Zahl geben den Stadtbezirk an. Die dritte Ziffer kennzeichnet den Stadtteil im Stadtbezirk.Die klarschriftlichen Stadtteilnamen zu den Stadtteilnummern können in der Datei ""Stadtteile Düsseldorf"" abgefragt werden.Die CSV-Datei enthält folgende Spalteninformationen:<ul><li>STRS: 4-stelliger Straßenschlüssel</li>	<li>U von: ungerade Hausnummer von</li>	<li>U bis: ungerade Hausnummer bis</li>	<li>G von: gerade Hausnummer von</li>	<li>G bis: gerade Hausnummer bis</li>	<li>Straße: Name der Straße</li>	<li>Bezirk: Nummer des Stadtbezirks</li>	<li>Stadtteil: Nummer des Stadtteils</li></ul> ",85d09ac6-ac1a-4ef7-bd9c-868072e69c18,Datenlizenz Deutschland Namensnennung 2.0,,2019-10-21T08:14:15.760249,Düsseldorf,https://open.nrw/dataset/strassentabelle-duesseldorf-d
Taxihalteplätze in Düsseldorf,Individualverkehr - Taxis,Individualverkehr,Taxis,"Der Datensatz enthält die Standorte der Taxihalteplätze in der Landeshauptstadt Düsseldorf mit den Informationen, wie sie im Stadtplan bzw. im Geoportal dargestellt sind.Die Dateien enthalten folgende Informationen:<ul><li>LATITUDE: Geographische Breite</li>	<li>LONGITUDE: Geographische Länge</li>	<li>ALTITUDE: Geographische Höhe - hier 0</li>	<li>GEOMETRY: Art der Geoinformation - hier Point</li>	<li>NAME: Name des Taxihalts</li>	<li>ADRESSE: Strasse und Hausnummer</li>	<li>ORT: Düsseldorf</li>	<li>PLANQUADRAT: Planquadrate beziehen sich auf die amtliche Stadtkarte der Landeshauptstadt Düsseldorf</li>	<li>UTM East: Ostwert - zusätzliche Geoinformation</li>	<li>UTM North: Nordwert - zusätzliche Geoinformation</li></ul>",6f9c4145-7778-414f-9207-69677654f5ed,Datenlizenz Deutschland Namensnennung 2.0,Verkehr,2019-10-21T08:13:55.042322,Düsseldorf,https://open.nrw/dataset/taxihalteplaetze-duesseldorf-d
Umweltzone Düsseldorf,Umweltschutz - Umweltzonen,Umweltschutz,Umweltzonen,"Der Datensatz enthält die Geodaten zur Umweltzone in Düsseldorf.Am 15.09.2009 ist in der Landeshauptstadt Düsseldorf eine Umweltzone eingerichtet. Die Umweltzone wurde zum 01.02.2013 vergrößert und darf ab dem 01.07.2014 nur noch von Fahrzeugen mit grüner Schadstoffplakette (auch Feinstaubplakette genannt) befahren werden. Wer ohne oder mit einer roten oder gelben Plakette einfährt, riskiert ein Bußgeld von 80 Euro.Hinweise zur Erteilung einer Feinstaubplakette gibt es auf der Seite des Straßenverkehrsamtes.Nicht alle Fahrzeuge unterliegen der Plakettenpflicht, und in manchen Fällen können Ausnahmegenehmigungen für notwendige Fahrten in die Umweltzone erteilt werden.Hintergrund: Das  Bundes-Immissionsschutzgesetz und die 39. Bundesimmissionsschutzverordnung bilden die Grundlage für den Luftreinhalteplan, der durch die Bezirksregierung Düsseldorf aufgestellt wurde. Ziel der Lufreinhalteplanung und insbesondere der Umweltzone ist es, die Qualität der Luft zu verbessern und mögliche Gesundheitsgefahren für Düsseldorfer Bürgerinnen und Bürger zu vermeiden",85172f1e-d84f-478d-aba3-86f18ff4aa8c,Datenlizenz Deutschland Namensnennung 2.0,Verkehr,2019-11-07T05:53:58.456642,Düsseldorf,https://open.nrw/dataset/umweltzone-duesseldorf-d
